OID,FID_1,OBJECTID,CrashSever,CollisionT,Weather,Light,RoadSurfac,TrafficCon,City,Year,Fatality,Injury,X,Y,FULLNAME
2069,2253,1654,A-Injury,Fixed object,Clear,"Darkness, lighted road",Dry,No Controls,Urbana,2010,0,2,-88.19100189,40.10309982,S Philo Rd
2070,32,2033,A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Champaign,2012,0,4,-88.27649689,40.09830093,S Mattis Ave
2071,183,2184,A-Injury,Turning,Rain,Darkness,Wet,No Controls,Champaign,2013,0,1,-88.2766037,40.10250092,S Mattis Ave
2072,221,2222,A-Injury,Angle,Clear,Darkness,Dry,No Controls,Champaign,2013,0,1,-88.27649689,40.10039902,S Mattis Ave
2073,246,2247,A-Injury,Turning,Clear,Daylight,Dry,No Controls,Champaign,2013,0,2,-88.27670288,40.11190033,S Mattis Ave
2074,282,2283,A-Injury,Fixed object,Clear,"Darkness, lighted road",Wet,No Controls,Champaign,2013,0,1,-88.2766037,40.10609818,S Mattis Ave
2075,353,2354,A-Injury,Other non collision,Clear,Daylight,Dry,No Controls,Champaign,2014,0,1,-88.27639771,40.08589935,S Mattis Ave
2076,375,2376,A-Injury,Turning,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,2014,0,1,-88.27670288,40.11029816,S Mattis Ave
2077,554,2555,A-Injury,Turning,Clear,Daylight,Wet,Stop Sign/Flasher,Champaign,2015,0,1,-88.27670288,40.11190033,S Mattis Ave
2078,653,54,A-Injury,Rear end,Clear,Daylight,Wet,No Controls,Champaign,2003,0,1,-88.27680206,40.11289978,S Mattis Ave
2079,658,59,A-Injury,Turning,Rain,Daylight,Wet,Traffic Signal,Champaign,2003,0,6,-88.27680206,40.11289978,S Mattis Ave
2080,663,64,A-Injury,Turning,Rain,Daylight,Wet,Traffic Signal,Champaign,2003,0,1,-88.27680206,40.11289978,S Mattis Ave
2081,760,161,A-Injury,Pedalcyclist,Rain,"Darkness, lighted road",Wet,Traffic Signal,Champaign,2002,0,1,-88.27680206,40.11289978,S Mattis Ave
2082,831,232,A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Champaign,2001,0,1,-88.27680206,40.11289978,S Mattis Ave
2083,876,277,A-Injury,Rear end,Clear,Daylight,Snow or slush,Traffic Signal,Champaign,2000,0,1,-88.27680206,40.11289978,S Mattis Ave
2084,1313,714,A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Champaign,2005,0,1,-88.27680206,40.11289978,S Mattis Ave
2085,1314,715,A-Injury,Rear end,Clear,Daylight,Wet,No Controls,Champaign,2005,0,2,-88.27649689,40.09820175,S Mattis Ave
2086,1316,717,A-Injury,Turning,Snow,"Darkness, lighted road",Wet,Traffic Signal,Champaign,2005,0,1,-88.27649689,40.09820175,S Mattis Ave
2087,1317,718,A-Injury,Rear end,Clear,Daylight,Dry,Traffic Signal,Champaign,2005,0,1,-88.27680206,40.11289978,S Mattis Ave
2088,1344,745,A-Injury,Rear end,Clear,Daylight,Dry,Traffic Signal,Champaign,2005,0,2,-88.27680206,40.11289978,S Mattis Ave
2089,1362,763,A-Injury,Fixed object,Clear,"Darkness, lighted road",Dry,Traffic Signal,Champaign,2005,0,1,-88.27649689,40.09820175,S Mattis Ave
2090,1684,1085,A-Injury,Turning,Clear,Darkness,Dry,Stop Sign/Flasher,Champaign,2007,0,1,-88.27670288,40.11029816,S Mattis Ave
2091,1699,1100,A-Injury,Rear end,Clear,Daylight,Dry,Lane Use Marking,Champaign,2007,0,1,-88.27670288,40.11100006,S Mattis Ave
2092,1700,1101,A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Champaign,2007,0,1,-88.2766037,40.10070038,S Mattis Ave
2093,1715,1116,A-Injury,Sideswipe opposite direction,Clear,Daylight,Dry,No Controls,Champaign,2007,0,1,-88.2766037,40.10100174,S Mattis Ave
2094,1928,1329,A-Injury,Head on,Clear,Daylight,Dry,No Controls,Champaign,2008,0,2,-88.27649689,40.09429932,S Mattis Ave
2095,2028,1429,A-Injury,Rear end,Rain,Daylight,Wet,Traffic Signal,Champaign,2009,0,2,-88.27670288,40.10900116,S Mattis Ave
2096,2029,1430,A-Injury,Angle,Clear,Daylight,Dry,No Controls,Champaign,2009,0,4,-88.27649689,40.09769821,S Mattis Ave
2097,2044,1445,A-Injury,Rear end,Rain,Daylight,Wet,Traffic Signal,Champaign,2009,0,2,-88.27670288,40.10900116,S Mattis Ave
2098,2075,1476,A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Champaign,2009,0,2,-88.27639771,40.09280014,S Mattis Ave
2099,2097,1498,A-Injury,Pedestrian,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,2009,0,1,-88.2766037,40.104599,S Mattis Ave
2100,2108,1509,A-Injury,Rear end,Rain,"Darkness, lighted road",Wet,No Controls,Champaign,2009,0,2,-88.27649689,40.09500122,S Mattis Ave
2101,1278,679,A-Injury,Parked motor vehicle,Clear,Daylight,Dry,No Controls,Champaign,2005,0,4,-88.22879791,40.10630035,S Wright St
2102,56,2057,A-Injury,Angle,Clear,Daylight,Snow or slush,Stop Sign/Flasher,Champaign,2012,0,1,-88.24680328,40.11019897,S State St
2103,521,2522,A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Champaign,2015,0,3,-88.24680328,40.11019897,S State St
2104,697,98,A-Injury,Angle,Clear,Daylight,Dry,Traffic Signal,Champaign,2003,0,1,-88.24680328,40.11259842,S State St
2105,950,351,A-Injury,Angle,Rain,Daylight,Wet,Traffic Signal,Champaign,2000,0,2,-88.24680328,40.11259842,S State St
2106,1291,692,A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Champaign,2005,0,1,-88.24680328,40.11259842,S State St
2107,1499,900,A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Champaign,2006,0,2,-88.24680328,40.11249924,S State St
2108,1906,1307,A-Injury,Parked motor vehicle,Clear,"Darkness, lighted road",Dry,No Controls,Champaign,2008,0,1,-88.24680328,40.11560059,S State St
2109,2158,1559,A-Injury,Turning,Rain,Daylight,Wet,Lane Use Marking,Champaign,2009,0,1,-88.24669647,40.10589981,S State St
2110,83,2084,A-Injury,Turning,Clear,Daylight,Dry,No Controls,Champaign,2012,0,1,-88.24510193,40.10710144,S Randolph St
2111,111,2112,A-Injury,Angle,Clear,Daylight,Dry,Traffic Signal,Champaign,2012,0,5,-88.24510193,40.11259842,S Randolph St
2112,523,2524,A-Injury,Angle,Clear,Daylight,Dry,Traffic Signal,Champaign,2015,0,3,-88.24510193,40.11019897,S Randolph St
2113,527,2528,A-Injury,Parked motor vehicle,Clear,"Darkness, lighted road",Dry,No Controls,Champaign,2015,0,1,-88.24510193,40.10910034,S Randolph St
2114,627,28,A-Injury,Angle,Clear,Daylight,Dry,Traffic Signal,Champaign,2003,0,1,-88.24510193,40.11259842,S Randolph St
2115,664,65,A-Injury,Rear end,Clear,"Darkness, lighted road",Dry,Traffic Signal,Champaign,2003,0,3,-88.24510193,40.11259842,S Randolph St
2116,901,302,A-Injury,Angle,Rain,"Darkness, lighted road",Wet,Traffic Signal,Champaign,2000,0,1,-88.24510193,40.11259842,S Randolph St
2117,1020,421,A-Injury,Angle,Clear,Daylight,Dry,Traffic Signal,Champaign,1999,0,2,-88.24510193,40.11259842,S Randolph St
2118,1109,510,A-Injury,Angle,Clear,Daylight,Dry,Traffic Signal,Champaign,2004,0,1,-88.24510193,40.11259842,S Randolph St
2119,1347,748,A-Injury,Angle,Clear,Daylight,Dry,Traffic Signal,Champaign,2005,0,1,-88.24510193,40.11259842,S Randolph St
2120,1348,749,A-Injury,Angle,Clear,Daylight,Dry,Traffic Signal,Champaign,2005,0,2,-88.24510193,40.11259842,S Randolph St
2121,1497,898,A-Injury,Rear end,Rain,Dusk,Wet,No Controls,Champaign,2006,0,2,-88.24510193,40.10889816,S Randolph St
2122,1564,965,A-Injury,Angle,Clear,Daylight,Dry,Traffic Signal,Champaign,2006,0,2,-88.24510193,40.11259842,S Randolph St
2123,1743,1144,A-Injury,Unknown,Clear,Daylight,Dry,Traffic Signal,Champaign,2007,0,1,-88.24510193,40.11019897,S Randolph St
2124,1813,1214,A-Injury,Angle,Snow,Daylight,Snow or slush,Traffic Signal,Champaign,2008,0,2,-88.24510193,40.11259842,S Randolph St
2125,1854,1255,A-Injury,Rear end,Clear,"Darkness, lighted road",Dry,Traffic Signal,Champaign,2008,0,1,-88.24510193,40.11259842,S Randolph St
2126,1896,1297,A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,2008,0,2,-88.24510193,40.11259842,S Randolph St
2127,2217,1618,A-Injury,Angle,Fog/Smoke/Haze,Daylight,Wet,Traffic Signal,Champaign,2010,0,1,-88.24510193,40.11259842,S Randolph St
2128,2334,1735,A-Injury,Pedalcyclist,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,2010,0,1,-88.24520111,40.11439896,S Randolph St
2129,383,2384,A-Injury,Parked motor vehicle,Clear,Daylight,Snow or slush,No Controls,Urbana,2014,0,1,-88.20010376,40.09849929999999,S Anderson St
2130,0,2001,A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Urbana,2012,0,1,-88.20379639,40.11249924,S Urbana Ave
2131,1482,883,A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Urbana,2006,0,1,-88.20130157,40.10770035,S Grove St
2132,1386,787,A-Injury,Fixed object,Unknown,Daylight,Unknown,Other Warning Sign,Rantoul,2006,0,1,-88.14620209,40.28319931,S Perimeter Rd
2133,1952,1353,A-Injury,Fixed object,Clear,Darkness,Wet,No Controls,Rantoul,2008,0,1,-88.14579773,40.28310013,S Perimeter Rd
2134,1224,625,A-Injury,Angle,Clear,Daylight,Dry,No Controls,Rantoul,2005,0,1,-88.16339874,40.28379822,S Pointe Dr
2135,1783,1184,A-Injury,Angle,Clear,Daylight,Dry,Traffic Signal,Urbana,2007,0,1,-88.17839813,40.11410141,N Smith Rd
2136,365,2366,A-Injury,Turning,Rain,Daylight,Wet,No Controls,Unincorporated,2014,0,2,-88.21990204,40.14350128,N Lincoln Ave
2137,140,2141,A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Champaign,2012,0,2,-88.23709869,40.11629868,N 2nd St
2138,327,2328,A-Injury,Pedestrian,Clear,Daylight,Dry,Lane Use Marking,Champaign,2014,0,1,-88.23639679,40.12739944,N Chestnut St
2139,1473,874,A-Injury,Rear end,Clear,"Darkness, lighted road",Dry,Stop Sign/Flasher,Champaign,2006,0,2,-88.23650359999999,40.12720108,N Chestnut St
2140,1788,1189,A-Injury,Unknown,Clear,Daylight,Dry,Traffic Signal,Urbana,2007,0,1,-88.20890045,40.11249924,N Race St
2141,99,2100,A-Injury,Fixed object,Clear,Daylight,Dry,No Controls,Champaign,2012,0,1,-88.24849701,40.12129974,N Prairie St
2142,256,2257,A-Injury,Head on,Clear,Daylight,Dry,No Controls,Tolono,2013,0,4,-88.25579834,39.98600006,N Elizabeth St
2143,321,2322,A-Injury,Parked motor vehicle,Clear,Darkness,Dry,No Controls,Champaign,2014,0,1,-88.23870087,40.11700058,N 1st St
2144,1690,1091,A-Injury,Turning,Clear,Daylight,Unknown,No Controls,Champaign,2007,0,1,-88.23880005,40.11640167,N 1st St
2145,224,2225,A-Injury,Angle,Rain,Daylight,Wet,Stop Sign/Flasher,Urbana,2013,0,1,-88.22070313,40.11449814,N Gregory St
2146,1772,1173,A-Injury,Turning,Clear,Daylight,Dry,Stop Sign/Flasher,Urbana,2007,0,1,-88.22070313,40.11640167,N Gregory St
2147,1186,587,A-Injury,Turning,Clear,Daylight,Dry,Stop Sign/Flasher,Rantoul,2005,0,2,-88.1364975,40.3125,N Maplewood Dr
2148,1205,606,A-Injury,Angle,Clear,Daylight,Wet,Traffic Signal,Rantoul,2005,0,3,-88.1364975,40.31209946,N Maplewood Dr
2149,1755,1156,A-Injury,Unknown,Rain,"Darkness, lighted road",Wet,No Controls,Rantoul,2007,0,1,-88.1364975,40.31430054,N Maplewood Dr
2150,791,192,A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Rantoul,2001,0,1,-88.15579987,40.31230164,N Century Blvd
2151,47,2048,A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Champaign,2012,0,1,-88.27700043,40.12889862,N Mattis Ave
2152,53,2054,A-Injury,Rear end,Snow,Daylight,Snow or slush,Traffic Signal,Champaign,2012,0,1,-88.27680206,40.11650085,N Mattis Ave
2153,80,2081,A-Injury,Turning,Clear,Daylight,Dry,No Controls,Champaign,2012,0,1,-88.27700043,40.12739944,N Mattis Ave
2154,100,2101,A-Injury,Overturned,Clear,Daylight,Wet,No Controls,Champaign,2012,0,1,-88.27700043,40.12739944,N Mattis Ave
2155,156,2157,A-Injury,Head on,Clear,Daylight,Dry,No Controls,Champaign,2012,0,2,-88.27719879,40.13909912,N Mattis Ave
2156,253,2254,A-Injury,Overturned,Rain,Daylight,Wet,Traffic Signal,Champaign,2013,0,1,-88.27700043,40.14870071,N Mattis Ave
2157,317,2318,A-Injury,Angle,Clear,Daylight,Dry,Traffic Signal,Champaign,2014,0,2,-88.27680206,40.11650085,N Mattis Ave
2158,345,2346,A-Injury,Pedalcyclist,Clear,Daylight,Dry,Traffic Signal,Champaign,2014,0,1,-88.27719879,40.1391983,N Mattis Ave
2159,548,2549,A-Injury,Head on,Clear,Daylight,Ice,No Controls,Champaign,2015,0,3,-88.27700043,40.12889862,N Mattis Ave
2160,551,2552,A-Injury,Turning,Clear,Daylight,Dry,No Controls,Champaign,2015,0,1,-88.27700043,40.129100799999996,N Mattis Ave
2161,571,2572,A-Injury,Fixed object,Clear,Daylight,Dry,Traffic Signal,Champaign,2015,0,1,-88.27739716,40.14329910000001,N Mattis Ave
2162,582,2583,A-Injury,Turning,Rain,Daylight,Wet,Traffic Signal,Champaign,2015,0,1,-88.27680206,40.11650085,N Mattis Ave
2163,586,2587,A-Injury,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,2015,0,1,-88.27719879,40.13700104,N Mattis Ave
2164,614,15,A-Injury,Angle,Clear,Daylight,Wet,Traffic Signal,Champaign,2003,0,1,-88.27700043,40.12760162,N Mattis Ave
2165,650,51,A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Champaign,2003,0,1,-88.27709961,40.13579941,N Mattis Ave
2166,703,104,A-Injury,Angle,Clear,Daylight,Dry,No Controls,Champaign,2003,0,1,-88.27700043,40.12919998,N Mattis Ave
2167,709,110,A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Champaign,2002,0,4,-88.27700043,40.12739944,N Mattis Ave
2168,782,183,A-Injury,Fixed object,Clear,Daylight,Wet,No Controls,Champaign,2002,0,1,-88.27700043,40.12900162,N Mattis Ave
2169,958,359,A-Injury,Angle,Clear,Darkness,Dry,No Controls,Champaign,2000,0,1,-88.27700043,40.12770081,N Mattis Ave
2170,979,380,A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Champaign,2000,0,3,-88.27719879,40.13610077,N Mattis Ave
2171,987,388,A-Injury,Angle,Clear,Darkness,Dry,No Controls,Champaign,1999,0,2,-88.27719879,40.13660049,N Mattis Ave
2172,1035,436,A-Injury,Turning,Rain,"Darkness, lighted road",Wet,Traffic Signal,Champaign,1999,0,6,-88.27700043,40.12739944,N Mattis Ave
2173,1123,524,A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Champaign,2004,0,2,-88.27700043,40.12739944,N Mattis Ave
2174,1312,713,A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Champaign,2005,0,1,-88.27700043,40.1310997,N Mattis Ave
2175,1315,716,A-Injury,Turning,Clear,Daylight,Dry,No Controls,Champaign,2005,0,3,-88.27700043,40.12779999,N Mattis Ave
2176,1337,738,A-Injury,Rear end,Clear,Daylight,Dry,Traffic Signal,Champaign,2005,0,1,-88.27700043,40.12739944,N Mattis Ave
2177,1517,918,A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Unincorporated,2006,0,1,-88.27700043,40.14789963,N Mattis Ave
2178,1518,919,A-Injury,Rear end,Clear,Dusk,Dry,No Controls,Champaign,2006,0,3,-88.27680206,40.11869812,N Mattis Ave
2179,1519,920,A-Injury,Pedalcyclist,Clear,Daylight,Dry,No Controls,Champaign,2006,0,2,-88.27690125,40.12200165,N Mattis Ave
2180,1521,922,A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Champaign,2006,0,1,-88.27719879,40.13710022,N Mattis Ave
2181,1522,923,A-Injury,Rear end,Clear,Daylight,Wet,No Controls,Champaign,2006,0,1,-88.27700043,40.12770081,N Mattis Ave
2182,1523,924,A-Injury,Angle,Clear,"Darkness, lighted road",Dry,Traffic Signal,Champaign,2006,0,3,-88.27700043,40.12739944,N Mattis Ave
2183,1524,925,A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Champaign,2006,0,1,-88.27700043,40.12739944,N Mattis Ave
2184,1688,1089,A-Injury,Turning,Clear,Daylight,Ice,Traffic Signal,Champaign,2007,0,1,-88.27680206,40.11650085,N Mattis Ave
2185,1862,1263,A-Injury,Rear end,Clear,Daylight,Wet,No Controls,Champaign,2008,0,1,-88.27729797,40.14009857,N Mattis Ave
2186,1889,1290,A-Injury,Rear end,Clear,Daylight,Dry,Traffic Signal,Champaign,2008,0,2,-88.27700043,40.12739944,N Mattis Ave
2187,1941,1342,A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Champaign,2008,0,2,-88.27690125,40.11970139,N Mattis Ave
2188,1969,1370,A-Injury,Turning,Clear,Daylight,Dry,No Controls,Champaign,2008,0,1,-88.27690125,40.12070084,N Mattis Ave
2189,2016,1417,A-Injury,Rear end,Clear,Daylight,Dry,Traffic Signal,Champaign,2009,0,1,-88.27700043,40.12739944,N Mattis Ave
2190,2032,1433,A-Injury,Angle,Clear,Daylight,Dry,Traffic Signal,Champaign,2009,0,2,-88.27680206,40.11650085,N Mattis Ave
2191,2061,1462,A-Injury,Sideswipe same direction,Rain,Daylight,Wet,No Controls,Champaign,2009,0,4,-88.27700043,40.12509918,N Mattis Ave
2192,2062,1463,A-Injury,Turning,Rain,Daylight,Wet,Traffic Signal,Champaign,2009,0,1,-88.27680206,40.11650085,N Mattis Ave
2193,2107,1508,A-Injury,Turning,Clear,Dusk,Dry,Traffic Signal,Champaign,2009,0,3,-88.27700043,40.12739944,N Mattis Ave
2194,2132,1533,A-Injury,Angle,Clear,Darkness,Dry,Traffic Signal,Champaign,2009,0,2,-88.27680206,40.11650085,N Mattis Ave
2195,2177,1578,A-Injury,Turning,Rain,Darkness,Wet,No Controls,Champaign,2009,0,1,-88.27719879,40.13869858,N Mattis Ave
2196,2199,1600,A-Injury,Angle,Clear,Darkness,Dry,No Controls,Champaign,2009,0,3,-88.27719879,40.13869858,N Mattis Ave
2197,2203,1604,A-Injury,Rear end,Clear,Daylight,Wet,No Controls,Champaign,2009,0,1,-88.27709961,40.13299942,N Mattis Ave
2198,2232,1633,A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Champaign,2010,0,3,-88.27690125,40.12009811,N Mattis Ave
2199,2344,1745,A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Champaign,2010,0,3,-88.27709961,40.15539932,N Mattis Ave
2200,533,2534,A-Injury,Angle,Clear,Daylight,Dry,Traffic Signal,Champaign,2015,0,1,-88.24690247,40.11830139,N State St
2201,1290,691,A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,2005,0,2,-88.24690247,40.12120056,N State St
2202,1498,899,A-Injury,Pedestrian,Rain,Daylight,Wet,Traffic Signal,Champaign,2006,0,1,-88.24680328,40.11629868,N State St
2203,1551,952,A-Injury,Rear end,Clear,Daylight,Dry,Traffic Signal,Champaign,2006,0,1,-88.24690247,40.12720108,N State St
2204,1683,1084,A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Champaign,2007,0,2,-88.24690247,40.12720108,N State St
2205,513,2514,A-Injury,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,2015,0,1,-88.24250031,40.12329865,N Hickory St
2206,177,2178,A-Injury,Pedestrian,Rain,Darkness,Wet,Traffic Signal,Champaign,2013,0,1,-88.24259949,40.11640167,N Walnut St
2207,255,2256,A-Injury,Angle,Clear,"Darkness, lighted road",Dry,No Controls,Champaign,2013,0,2,-88.2410965,40.12720108,N Walnut St
2208,288,2289,A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Champaign,2013,0,2,-88.24259949,40.11640167,N Walnut St
2209,1447,848,A-Injury,Angle,Clear,Daylight,Dry,Traffic Signal,Champaign,2006,0,1,-88.24259949,40.11640167,N Walnut St
2210,1531,932,A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Champaign,2006,0,1,-88.24259949,40.11640167,N Walnut St
2211,1553,954,A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Champaign,2006,0,1,-88.2410965,40.12720108,N Walnut St
2212,1739,1140,A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,2007,0,1,-88.2410965,40.12720108,N Walnut St
2213,1976,1377,A-Injury,Angle,Snow,"Darkness, lighted road",Snow or slush,Traffic Signal,Champaign,2008,0,1,-88.24259949,40.11640167,N Walnut St
2214,2004,1405,A-Injury,Angle,Clear,Daylight,Wet,Traffic Signal,Champaign,2009,0,1,-88.24259949,40.11640167,N Walnut St
2215,2033,1434,A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,2009,0,1,-88.24120331,40.12110138,N Walnut St
2216,2233,1634,A-Injury,Angle,Clear,"Darkness, lighted road",Dry,Traffic Signal,Champaign,2010,0,4,-88.24259949,40.11640167,N Walnut St
2217,1548,949,A-Injury,Turning,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,2006,0,1,-88.25319672,40.12720108,N Harris Ave
2218,2260,1661,A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Thomasboro,2010,0,2,-88.18389893,40.23880005,N Church St
2219,403,2404,A-Injury,Fixed object,Clear,Daylight,Dry,No Controls,Urbana,2014,0,1,-88.20760345,40.12049866,N Broadway Ave
2220,1327,728,A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Urbana,2005,0,4,-88.20749664,40.11640167,N Broadway Ave
2221,1776,1177,A-Injury,Turning,Clear,Daylight,Dry,No Controls,Urbana,2007,0,1,-88.20749664,40.11589813,N Broadway Ave
2222,2102,1503,A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Urbana,2009,0,2,-88.20770264,40.12580109,N Broadway Ave
2223,1277,678,A-Injury,Turning,Clear,Daylight,Dry,No Controls,Champaign,2005,0,2,-88.23210144,40.12310028,N 5th St
2224,1481,882,A-Injury,Pedalcyclist,Clear,Dusk,Dry,No Controls,Champaign,2006,0,1,-88.23210144,40.12210083,N 5th St
2225,1734,1135,A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,2007,0,3,-88.23210144,40.12030029,N 5th St
2226,381,2382,A-Injury,Fixed object,Clear,Darkness,Dry,No Controls,Urbana,2014,0,2,-88.1989975,40.13399887,N Kenyon Rd
2227,1744,1145,A-Injury,Unknown,Rain,Daylight,Wet,No Controls,Champaign,2007,0,1,-88.25009918,40.11809921,N Elm St
2228,1894,1295,A-Injury,Angle,Clear,Darkness,Dry,Traffic Signal,Rantoul,2008,0,2,-88.1588974,40.30820084,N Tanner St
2229,489,2490,A-Injury,Other non collision,Rain,Darkness,Wet,No Controls,Urbana,2015,0,1,-88.21589661,40.12720108,N Coler Ave
2230,2088,1489,A-Injury,Turning,Rain,Daylight,Wet,Stop Sign/Flasher,Unincorporated,2009,0,2,-88.19229889,40.12749863,N Eastern Ave
2231,226,2227,A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Urbana,2013,0,4,-88.19259644,40.13909912,N Cunningham Ave
2232,1311,712,A-Injury,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Urbana,2005,0,1,-88.22399902,40.1128006,N Goodwin Ave
2233,1321,722,A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Urbana,2005,0,4,-88.22399902,40.1128006,N Goodwin Ave
2234,1513,914,A-Injury,Fixed object,Clear,Daylight,Dry,No Controls,Urbana,2006,0,1,-88.22419739,40.12409973,N Goodwin Ave
2235,1514,915,A-Injury,Fixed object,Rain,Daylight,Wet,No Controls,Urbana,2006,0,1,-88.22419739,40.12480164,N Goodwin Ave
2236,1535,936,A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Urbana,2006,0,1,-88.22399902,40.1128006,N Goodwin Ave
2237,1868,1269,A-Injury,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Urbana,2008,0,1,-88.22399902,40.1128006,N Goodwin Ave
2238,1890,1291,A-Injury,Other object,Clear,Daylight,Dry,No Controls,Champaign,2008,0,1,-88.23680115,40.13029861,N Clock St
2239,1081,482,A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Urbana,2004,0,1,-88.22709656,40.11640167,N Romine St
2240,678,79,A-Injury,Rear end,Clear,Daylight,Dry,Lane Use Marking,Champaign,2003,0,1,-88.23889923,40.13479996,N Market St
2241,1045,446,A-Injury,Rear end,Rain,Daylight,Wet,No Controls,Champaign,1999,0,7,-88.23889923,40.13430023,N Market St
2242,1259,660,A-Injury,Pedestrian,Clear,"Darkness, lighted road",Dry,No Controls,Champaign,2005,0,1,-88.23880005,40.12409973,N Market St
2243,2146,1547,A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Champaign,2009,0,2,-88.23880005,40.12870026,N Market St
2244,1289,690,A-Injury,Pedalcyclist,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,2005,0,2,-88.24520111,40.12120056,N Randolph St
2245,1496,897,A-Injury,Fixed object,Fog/Smoke/Haze,Daylight,Wet,Traffic Signal,Champaign,2006,0,1,-88.24520111,40.11830139,N Randolph St
2246,1747,1148,A-Injury,Unknown,Clear,Daylight,Dry,Traffic Signal,Champaign,2007,0,1,-88.24520111,40.11830139,N Randolph St
2247,1916,1317,A-Injury,Fixed object,Clear,Daylight,Dry,Traffic Signal,Champaign,2008,0,1,-88.24520111,40.11629868,N Randolph St
2248,2093,1494,A-Injury,Sideswipe same direction,Clear,Daylight,Dry,Lane Use Marking,Champaign,2009,0,1,-88.24520111,40.12170029,N Randolph St
2249,2112,1513,A-Injury,Angle,Rain,"Darkness, lighted road",Wet,Traffic Signal,Champaign,2009,0,1,-88.24520111,40.11640167,N Randolph St
2250,1266,667,A-Injury,Fixed object,Clear,Daylight,Wet,Lane Use Marking,Champaign,2005,0,1,-88.24060059,40.11750031,N Chestnut St
2251,2268,1669,A-Injury,Rear end,Clear,Daylight,Dry,Traffic Signal,Champaign,2010,0,1,-88.28019714,40.12749863,N Country Fair Dr
2252,1323,724,A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,2005,0,2,-88.27249908,40.11640167,N Fair St
2253,1516,917,A-Injury,Pedestrian,Clear,Dusk,Dry,No Controls,Champaign,2006,0,1,-88.27249908,40.11999893,N Fair St
2254,20,2021,A-Injury,Fixed object,Clear,Daylight,Dry,No Controls,Champaign,2012,0,1,-88.23380279999999,40.125,N 4th St
2255,532,2533,A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,2015,0,3,-88.23380279999999,40.11840057,N 4th St
2256,1546,947,A-Injury,Pedalcyclist,Clear,"Darkness, lighted road",Dry,Stop Sign/Flasher,Champaign,2006,0,1,-88.23380279999999,40.12720108,N 4th St
2257,2228,1629,A-Injury,Pedestrian,Clear,"Darkness, lighted road",Wet,No Controls,Champaign,2010,0,1,-88.23380279999999,40.12139893,N 4th St
